"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"新巽東会館・老人憩の家","大阪市生野区巽東4丁目11番118号","しんたつみひがしかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6752-8933","","","","","","","135.5578191","34.6454689000002","地域集会施設"
"巽南会館・老人憩の家","大阪市生野区巽南1丁目15番29号","たつみみなみかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6754-6068","","","","","","","135.5477919","34.6408058000002","地域集会施設"
"中川会館・老人憩の家","大阪市生野区中川2丁目21番1号","なかがわかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6757-4070","","","","","","","135.5437441","34.6592359000003","地域集会施設"
"翠岩頌徳記念会館","大阪市生野区中川東2丁目7番28号","すいがんしょうとくきねんかいかん","会館・ホール","地域集会施設","06-6757-2424","","","","","","","135.5520169","34.6583440000002","地域集会施設"
"北鶴橋振興会館・老人憩の家","大阪市生野区鶴橋2丁目11番30号","きたつるはししんこうかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6712-3713","","","","","","","135.5317887","34.6644639000003","地域集会施設"
"北鶴橋老人憩の家","大阪市生野区鶴橋3丁目5番34号","きたつるはしろうじんいこいのいえ","会館・ホール","地域集会施設","06-6712-9909","","","","","","","135.5358169","34.6627360000003","地域集会施設"
"田島会館・老人憩の家","大阪市生野区田島4丁目20番3号","たしまかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6752-4400","","","","","","","135.5437003","34.6474580000002","地域集会施設"
"猪飼野保存会社会福祉老人憩の家","大阪市生野区桃谷3丁目18番32号","いかいのほぞんかいしゃかいふくしろうじんいこいのいえ","会館・ホール","地域集会施設","06-6715-9734","","","","","","","135.53465","34.6585081000003","地域集会施設"
"鶴橋会館・老人憩の家","大阪市生野区桃谷1丁目2番39号","つるはしかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6712-9616","","","","","","","135.530456","34.6597579000003","地域集会施設"
"御幸森会館・老人憩の家","大阪市生野区桃谷5丁目4番29号","みゆきもりかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6711-5600","","","","","","","135.538014","34.6611419000003","地域集会施設"
"北津守老人憩の家","大阪市西成区北津守3-8-8","きたつもりろうじんいこいのいえ","会館・ホール","地域集会施設","06-6561-2130","","","","","","","135.481940000001","34.6512779300004","地域集会施設"
"生野南会館・老人憩の家","大阪市生野区林寺6丁目2番6号","いくのみなみかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","070-8541-6357","","","","","","","135.5381171","34.6432558000003","地域集会施設"
"西淡路会館(西淡路老人憩の家)","大阪市東淀川区淡路3-13-10","にしあわじかいかん(にしあわじろうじんいこいのいえ)","会館・ホール","地域集会施設","06-4809-9734(区役所)","","","","","","","135.5126532","34.7386109000003","地域集会施設"
"西淡路会館","大阪市東淀川区淡路3-13-10","にしあわじかいかん","会館・ホール","地域集会施設","06-6322-1023","","","","","","","135.5127442","34.7385330000003","地域集会施設"
"東井高野連合集会所","大阪市東淀川区井高野3-10-1","ひがしいたかのれんごうしゅうかいじょ","会館・ホール","地域集会施設","06-6340-8308","","","","","","","135.5460187","34.7636439000003","地域集会施設"
"たちばな会館","大阪市西成区花園南2丁目9番28号","たちばなかいかん","会館・ホール","地域集会施設","06-6659-3871","","","","","","","135.4973863","34.6396669000004","地域集会施設"
"豊里南福祉会館","大阪市東淀川区豊里5-4-7","とよさとみなみふくしかいかん","会館・ホール","地域集会施設","06-6321-8455","","","","","","","135.545578","34.7385109000002","地域集会施設"
"下新庄福祉会館","大阪市東淀川区下新庄5-7-25","しもしんじょうふくしかいかん","会館・ホール","地域集会施設","06-6323-6585","","","","","","","135.5230638","34.7462778000003","地域集会施設"
"大阪フィルハーモニー会館","大阪市西成区岸里1丁目1番44号","おおさかふぃるはーもにーかいかん","会館・ホール","地域集会施設","06-6656ｰ7711","","","","","","","135.495431100001","34.6347441000004","地域集会施設"
"西成区民センター","大阪市西成区岸里1-1-50","にしなりくみんせんたー","会館・ホール","区役所附設会館","06-6651-1131","","https://www.city.osaka.lg.jp/shimin/page/0000016683.html","","https://www.osaka-heartfulweb.jp/240301.html","","","135.4950921","34.6346478600004","区役所附設会館"
"岸里福祉会館","大阪市西成区岸里3丁目2番2号","きしのさとふくしかいかん","会館・ホール","地域集会施設","06-6656-2941","","","","","","","135.494330900001","34.6313001000004","地域集会施設"
"岸里会館","大阪市西成区岸里3-4-9","きしのさとかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6656-2944","","","","","","","135.492674400001","34.6302365800004","地域集会施設"
"菅原北公園集会所","大阪市東淀川区菅原7-9-9","すがはらきたこうえんしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.5235","34.7424000000003","地域集会施設"
"玉出西公園会館・老人憩いの家","大阪市西成区玉出西1-8-19","たまでにしこうえんかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6656-0123","","","","","","","135.488904400001","34.6264183400004","地域集会施設"
"山王老人憩の家","大阪市西成区山王2-10-17","さんのうろうじんいこいのいえ","会館・ホール","地域集会施設","06-6644-3390","","","","","","","135.50486","34.6457723800003","地域集会施設"
"山王集会所","大阪市西成区山王2-10-24","さんのうしゅうかいしょ","会館・ホール","地域集会施設","06-6644-3390","","","","","","","135.5053429","34.6459789000004","地域集会施設"
"飛田ふれあい会館","大阪市西成区山王3-12-13","とびたふれあいかいかん","会館・ホール","地域集会施設","06-6641-9191","","","","","","","135.504547","34.6437762200003","地域集会施設"
"出城老人憩の家","大阪市西成区出城2-2-10","でしろろうじんいこいのいえ","会館・ホール","地域集会施設","06-6561-6161","","","","","","","135.491670000001","34.6498174900004","地域集会施設"
"橘コミュニティセンター","大阪市西成区松1丁目8番11号","たちばなこみゅにてぃせんたー","会館・ホール","地域集会施設","06-6658-0003","","","","","","","135.493711100001","34.6410438000004","地域集会施設"
"梅南集会所","大阪市西成区松3-2-35","ばいなんしゅうかいしょろうじんいこいのいえ","会館・ホール","地域集会施設","06-6653-1116","","","","","","","135.488890000001","34.6409551300004","地域集会施設"
"千本社会福祉会館・老人憩の家","大阪市西成区千本北2丁目12番1号","せんぼんしゃかいふくしかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6661-2280","","","","","","","135.486971200001","34.6364746500004","地域集会施設"
"太子会館・老人憩の家","大阪市西成区太子1丁目8番6号","たいしかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.503586","34.6475611000004","地域集会施設"
"長橋集会所","大阪市西成区長橋1丁目13番1号","ながはししゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.493663900001","34.6478781000004","地域集会施設"
"津守老人憩の家","大阪市西成区津守1-13-37","つもりろうじんいこいのいえ","会館・ホール","地域集会施設","06-6568-0434","","","","","","","135.484030000001","34.6451222200004","地域集会施設"
"津守集会所","大阪市西成区津守3丁目5番28号","つもりしゅうかいしょ","会館・ホール","地域集会施設","06-6661-6800","","","","","","","135.483099700001","34.6401669000004","地域集会施設"
"弘治会館・老人憩の家","大阪市西成区鶴見橋1-5-9","こうじかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6649-3355","","","","","","","135.49514","34.6453726100004","地域集会施設"
"松之宮ホール","大阪市西成区鶴見橋3-3-2","まつのみやほーる","会館・ホール","地域集会施設","06-6561-6156","","","","","","","135.490031600001","34.6455680600004","地域集会施設"
"今宮社会福祉会館","大阪市西成区天下茶屋1丁目32番19号","いまみやしゃかいふくしかいかん","会館・ホール","地域集会施設","","","","","","","","135.4975251","34.6402190000004","地域集会施設"
"天下茶屋会館・老人憩の家","大阪市西成区天下茶屋東2丁目1番29号","てんがちゃやかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6653-9333","","","","","","","135.504664","34.6401861000003","地域集会施設"
"今宮老人憩の家","大阪市西成区天下茶屋北1丁目5番17号","いまみやろうじんいこいのいえ","会館・ホール","地域集会施設","06-6649-6125","","","","","","","135.5024582","34.6438441000004","地域集会施設"
"長橋老人憩の家","大阪市西成区南開2-4-22","ながはしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.487500000001","34.6512350100004","地域集会施設"
"南津守福祉会館","大阪市西成区南津守4丁目1番33号","みなみつもりふくしかいかん","会館・ホール","地域集会施設","06-6661-1204","","","","","","","135.484697200001","34.6301248000004","地域集会施設"
"西成市民館","大阪市西成区萩之茶屋2-9-1","にしなりしみんかん","会館・ホール","その他施設","06-6633-7200","06-6633-7203","http://www.aizenen.or.jp/rinpo/info/nishinari","","","","","135.5001095","34.6463010800004","その他施設"
"北津守連合集会所","大阪市西成区北津守2丁目3番11号","きたつもりれんごうしゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.483661000001","34.6525470000004","地域集会施設"
"阪南連合会館","大阪市阿倍野区阪南町5-12-24","はんなんれんごうかいかん","会館・ホール","地域集会施設","06-6628-9918","","","","","","","135.5134419","34.6229957700003","地域集会施設"
"住之江総合会館さざんか会館","大阪市住之江区北加賀屋5-3-47","すみのえそうごうかいかんさざんかかいかん","会館・ホール","その他施設","06-6686-4162","","","","","","","135.475256500001","34.6237497600004","その他施設"
"男女共同参画センター東部館（クレオ大阪東）","大阪市城東区鴫野西2-1-21","だんじょきょうどうさんかくせんたーとうぶかん（くれおおおさかひがし）","会館・ホール","その他施設","06-6965-1200","06-6965-1500","http://www.creo-osaka.or.jp/east/index.html","","https://www.osaka-heartfulweb.jp/170711.html","","","135.5364623","34.6917562500003","その他施設"
"大阪市立青少年センター（KOKOPLAZA）","大阪市東淀川区東中島1-13-13","おおさかしりつせいしょうねんせんたー（ＫＯＫＯＰＬＡＺＡ）","会館・ホール","教育施設","06-6370-5421","06-6370-5423","http://www.kokoplaza.net/","","https://www.osaka-heartfulweb.jp/130401.html","","","135.50371","34.7319300000003","教育施設"
"城東区民センター","大阪市城東区中央3-5-45","じょうとうくみんせんたー","会館・ホール","区役所附設会館","06-6932-2000","06-6932-2030","http://osakacommunity.jp/joto/index.html","","https://www.osaka-heartfulweb.jp/170301.html","旧名称「城東区民ホール」","","135.5444265","34.7032935800003","区役所附設会館"
"永田福祉会館","大阪市城東区永田4-14-21","ながたふくしかいかん","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5567688","34.6813259000002","地域集会施設"
"成育北集会所","大阪市城東区成育5-22-18","せいいくきたしゅうかいじょ","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5455302","34.7145912000002","地域集会施設"
"コミュニティホールしぎの","大阪市城東区鴫野西2-11-18","こみゅにてぃほーるしぎの","会館・ホール","地域集会施設","06-6961-5446","","","","","","","135.5384789","34.6923977000003","地域集会施設"
"聖和会館・老人憩の家","大阪市天王寺区寺田町1-5-9","せいわかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6772-1319","","","","","","","135.5213545","34.6524273000003","地域集会施設"
"平野連合会館","大阪市平野区平野上町2-5-22","ひらのれんごうかいかん","会館・ホール","地域集会施設","","","","","","","","135.55345","34.6253800000002","地域集会施設"
"元町センター","大阪市平野区平野元町1-16","もとまちせんたー","会館・ホール","地域集会施設","","","","","","","","135.5503696","34.6309619000002","地域集会施設"
"平野老人憩の家","大阪市平野区平野宮町2-2-24","ひらのろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5562311","34.6271744000002","地域集会施設"
"平野公園老人憩の家","大阪市平野区平野東2-11-4","ひらのこうえんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5585663","34.6231886000002","地域集会施設"
"平野西センター","大阪市平野区背戸口5-2-17","ひらのにしせんたー","会館・ホール","地域集会施設","","","","","","","","135.54779","34.6226000000002","地域集会施設"
"平野西会館","大阪市平野区平野本町1-10-12","ひらのにしかいかん","会館・ホール","地域集会施設","","","","","","","","135.55066","34.6238100000002","地域集会施設"
"平野西老人憩の家","大阪市平野区西脇1-20-9","ひらのにしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5460752","34.6285666000003","地域集会施設"
"新平野西コミュニティ会館・老人憩の家","大阪市平野区背戸口3-3-12","しんひらのにしこみゅにてぃかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5463818","34.6225669000003","地域集会施設"
"平野南会館","大阪市平野区平野南3-11-53","ひらのみなみかいかん","会館・ホール","地域集会施設","","","","","","","","135.5602089","34.6185719000002","地域集会施設"
"喜連地域集会所","大阪市平野区喜連7-6-13","きれちいきしゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.5567311","34.6116817000002","地域集会施設"
"喜連西老人憩の家","大阪市平野区喜連西3-3-6","きれにしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5424903","34.6126235000003","地域集会施設"
"喜連西コミュニティ会館","大阪市平野区喜連西1-10-36","きれにしこみゅにてぃかいかん","会館・ホール","地域集会施設","","","","","","","","135.5416838","34.6160351000003","地域集会施設"
"喜連東地域集会所・老人憩の家","大阪市平野区喜連東3-6-41","きれひがしちいきしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.560471","34.6102200000002","地域集会施設"
"喜連東コミュニティ会館","大阪市平野区喜連東4-5-30","きれひがしこみゅにてぃかいかん","会館・ホール","地域集会施設","","","","","","","","135.5639724","34.6127511000002","地域集会施設"
"喜連北地域集会所・老人憩の家","大阪市平野区喜連1-8-18","きれきたちいきしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5520102","34.6135008000002","地域集会施設"
"長吉東部老人憩の家","大阪市平野区長吉六反5-10-19","ながよしとうぶろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5834146","34.6035653000002","地域集会施設"
"六反会館","大阪市平野区長吉六反2-10-15","ろくたんかいかん","会館・ホール","地域集会施設","","","","","","","","135.5822209","34.6061283100002","地域集会施設"
"長吉南老人憩の家","大阪市平野区長吉長原東2-8-25","ながよしみなみろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5795007","34.6031575000002","地域集会施設"
"長吉川辺憩の家","大阪市平野区長吉川辺1-4-38","ながよしかわなべいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5702671","34.5957468000002","地域集会施設"
"長原コミュニティホール（長吉長原老人憩の家）","大阪市平野区長吉長原3-9-10","ながはらこみゅにてぃほーる（ながよしながはらろうじんいこいのいえ）","会館・ホール","地域集会施設","","","","","","","","135.5703284","34.6035227000002","地域集会施設"
"川辺会館","大阪市平野区長吉川辺2-1-20","かわなべかいかん","会館・ホール","地域集会施設","","","","","","","","135.5725578","34.5978635000002","地域集会施設"
"長原会館","大阪市平野区長吉長原西2-3-2","ながはらかいかん","会館・ホール","地域集会施設","","","","","","","","135.5666471","34.6053453000002","地域集会施設"
"長吉出戸地域集会所","大阪市平野区長吉出戸2-5-2","ながよしでとちいきしゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.5669698","34.6124446000002","地域集会施設"
"東出戸会館","大阪市平野区長吉出戸6-8-17","ひがしでとかいかん","会館・ホール","地域集会施設","","","","","","","","135.5716934","34.6104625000002","地域集会施設"
"長吉出戸老人憩の家","大阪市平野区長吉出戸1-11-19","ながよしでとろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5652437","34.6147517000002","地域集会施設"
"西出戸老人憩の家","大阪市平野区長吉出戸5-3-23","にしでとろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5700225","34.6096758000002","地域集会施設"
"瓜破地域集会所・老人憩の家","大阪市平野区瓜破7-2-7","うりわりちいきしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5541217","34.6011599000002","地域集会施設"
"瓜破南地域集会所・老人憩の家","大阪市平野区瓜破南2-4-123","うりわりみなみちいきしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5558154","34.5960285000002","地域集会施設"
"瓜破土地改良区瓜破会館","大阪市平野区瓜破東6-1-51","うりわりとちかいりょうくうりわりかいかん","会館・ホール","地域集会施設","","","","","","","","135.558247","34.6023056000002","地域集会施設"
"瓜破西地域集会所・老人憩の家","大阪市平野区瓜破6-2-6","うりわりにしちいきしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5490727","34.6004467000002","地域集会施設"
"瓜破土地改良区西会館","大阪市平野区瓜破6-3-33","うりわりとちかいりょうくにしかいかん","会館・ホール","地域集会施設","","","","","","","","135.5487574","34.5995306000002","地域集会施設"
"瓜破東憩の家","大阪市平野区瓜破東2-4-4","うりわりひがしいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5599836","34.6085505100002","地域集会施設"
"瓜破北老人憩の家","大阪市平野区瓜破西1-5-25","うりわりきたろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5462881","34.6063953000003","地域集会施設"
"加美連合会館","大阪市平野区加美正覚寺3-3-25","かみれんごうかいかん","会館・ホール","地域集会施設","","","","","","","","135.5619485","34.6321908000002","地域集会施設"
"加美地域集会所","大阪市平野区加美東1-6-9","かみちいきしゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.5666815","34.6321982000002","地域集会施設"
"加美老人憩の家","大阪市平野区加美東2-9-3","かみろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.56941","34.6310800000002","地域集会施設"
"加美正北老人憩の家","大阪市平野区加美北6-15-25","かみしょうきたろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5556674","34.6335011900002","地域集会施設"
"加美南部老人憩の家","大阪市平野区加美南5-1-26","かみなんぶろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5706435","34.6203761700002","地域集会施設"
"鞍作公園集会所・老人憩の家","大阪市平野区加美南1-11-20","くらつくりこうえんしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.571434","34.6228585000002","地域集会施設"
"加美北会館","大阪市平野区加美北5-9-20","かみきたかいかん","会館・ホール","地域集会施設","","","","","","","","135.563306","34.6379807100002","地域集会施設"
"加美北地域集会所","大阪市平野区加美北2-5-35","かみきたちいきしゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.5589409","34.6406359000002","地域集会施設"
"加美北憩の家","大阪市平野区加美北8-14-7","かみきたいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.56421","34.6349500000002","地域集会施設"
"加美東地域集会所","大阪市平野区加美東6-3-41","かみひがしちいきしゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.5739086","34.6302945000002","地域集会施設"
"加美東老人憩の家","大阪市平野区加美東5-7-13","かみひがしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5714487","34.6280649400002","地域集会施設"
"中川西会館","大阪市生野区中川西1丁目18番20号","なかがわにしかいかん","会館・ホール","地域集会施設","06-6731-5522","","","","","","","135.5411583","34.6621268000002","地域集会施設"
"東成区民センター","大阪市東成区大今里西3-2-17","ひがしなりくみんせんたー","会館・ホール","区役所附設会館","06-6972-0717","06-6972-0838","https://www.osakacommunity.jp/higashinari-center/","","","","","135.5414946","34.6678464400003","区役所附設会館"
"成育公園集会所","大阪市城東区成育3-18-17","せいいくこうえんしゅうかいじょ","会館・ホール","地域集会施設","06-6930-0256","","","","","","","135.5438243","34.7097160000003","地域集会施設"
"神路ふれあい会館","大阪市東成区大今里2-35-5","かみじふれあいかいかん","会館・ホール","地域集会施設","06-6973-1306","","","","","","","135.550604","34.6712450000002","地域集会施設"
"南深江公園地域集会所","大阪市東成区深江南2-9-34","みなみふかえこうえんちいきしゅうかいしょ","会館・ホール","地域集会施設","06-6977-1909","","","","","","","135.557993","34.6705230000002","地域集会施設"
"はぎ会館老人憩の家","大阪市西成区萩之茶屋1-7-12","はぎかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5025727","34.6486459700004","地域集会施設"
"共同利用施設（啓発センター）","大阪市東淀川区東中島5-1-6","きょうどうりようしせつ（けいはつせんたー）","会館・ホール","その他施設","06-6323-3367","","","","","","","135.50783","34.7319900000003","その他施設"
"共同利用施設（柴島センター）","大阪市東淀川区柴島2-11-9","きょうどうりようしせつ（くにじませんたー）","会館・ホール","その他施設","06-6325-5337","","","","","","","135.51154","34.7277500000003","その他施設"
"旧桜宮公会堂","大阪市北区天満橋1-1-1","きゅうさくらのみやこうかいどう","会館・ホール","その他施設","","","","","","","","135.52083","34.6983183300003","その他施設"
"こども本の森 中之島","大阪市北区中之島1-1-28","こどもほんのもり　なかのしま","会館・ホール","その他施設","","","","","","","","135.5061511","34.6933249900003","その他施設"
"もと大阪市公館","大阪市都島区網島町10-35","もとおおさかしこうかん","会館・ホール","その他施設","","","","","","","","135.52379","34.6941900000003","その他施設"
"恵美会館老人憩の家","大阪市浪速区恵美須東2-6","えみかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.50563","34.6519300000003","地域集会施設"
"東淡路老人憩の家","大阪市東淀川区東淡路2-4-23","ひがしあわじろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5164889","34.7361097900003","地域集会施設"
"桜島地区集会所","大阪市此花区桜島3-4-102","さくらじまちくしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.427816800001","34.6618768600006","地域集会施設"
"大淀地域集会所","大阪市北区大淀中3-12-8","おおよどちいきしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.484830000001","34.7055700000004","地域集会施設"
"豊崎地域集会所","大阪市北区豊崎4-7-1","とよさきちいきしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.5015419","34.7122581100004","地域集会施設"
"本庄地域集会所","大阪市北区本庄東2-4-39","ほんじょうちいきしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.5100062","34.7133325300003","地域集会施設"
"菅北集会所","大阪市北区池田町1-50","かんぼくしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.5149154","34.7081612900003","地域集会施設"
"中津老人憩の家","大阪市北区中津3-4-37","なかつろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.4935057","34.7105018200004","地域集会施設"
"豊仁福祉老人憩の家","大阪市北区長柄中3-4-2","ほうじんふくしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5141713","34.7163773000003","地域集会施設"
"本庄福祉老人憩の家","大阪市北区本庄東2-4-39","ほんじょうふくしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5097909","34.7131830400003","地域集会施設"
"此花区子供会育成連合協議会集会所","大阪市此花区西九条6-1-34","このはなくこどもかいいくせいれんごうきょうぎかいしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.463557200001","34.6831936600005","地域集会施設"
"春日出中憩の家","大阪市此花区春日出中1-26-4","かすがでなかろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.451532600001","34.6813289300005","地域集会施設"
"桃園地域集会所","大阪市中央区谷町6-5-30","とうえんちいきしゅうかいじょ","会館・ホール","地域集会施設","06-6762-5599","","","","","","","135.51528","34.6749820800003","地域集会施設"
"桃谷地域集会所","大阪市中央区上本町西2-5-25","ももだにちいきしゅうかいじょ","会館・ホール","地域集会施設","06-4304-2266","","","","","","","135.51875","34.6739156800003","地域集会施設"
"中大江地域集会所","大阪市中央区糸屋町2-2-16","なかおおえしゅうかいじょ","会館・ホール","地域集会施設","06-6910-7986","","","","","","","135.51319","34.6854303900003","地域集会施設"
"中大江地域集会所（もと中大江老人憩の家）","大阪市中央区糸屋町2-2-16","なかおおえろうじんいこいのいえ","会館・ホール","地域集会施設","06-6910-7986","","","","","","","135.51389","34.6854211800003","地域集会施設"
"南大江地域集会所（もと南大江老人憩の家）","大阪市中央区農人橋1-4-21","みなみおおえろうじんいこいのいえ","会館・ホール","地域集会施設","06-6949-5670","","","","","","","135.51458","34.6806886600003","地域集会施設"
"本田老人憩の家","大阪市西区本田3-5-14","ほんでんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.474936900001","34.6778293400004","地域集会施設"
"味原集会所","大阪市天王寺区味原町9-5","あじはらしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.5282364","34.6676540100003","地域集会施設"
"難波地域集会所","大阪市浪速区難波中1-14-15","なんばちいきしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.4993319","34.6631356700004","地域集会施設"
"塩草連合集会所","大阪市浪速区塩草1-4-3","しおくされんごうしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.491057200001","34.6612061600004","地域集会施設"
"塩草連合西集会所","大阪市浪速区塩草3-11-14","しおくされんごうにししゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.489610000001","34.6602700000004","地域集会施設"
"鴎町公園集会所","大阪市浪速区敷津西1-7-12","かもめちょうこうえんしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.494913900001","34.6590831100004","地域集会施設"
"勘助町会館","大阪市浪速区敷津西1-8-15","かんすけちょうかいかん","会館・ホール","地域集会施設","","","","","","","","135.4944448","34.6588020000004","地域集会施設"
"恵美会館","大阪市浪速区恵美須西2-13-30","えみかいかん","会館・ホール","地域集会施設","","","","","","","","135.5014839","34.6532476300004","地域集会施設"
"元町一丁目北振興町集会所","大阪市浪速区元町1-6-27","もとまちいちちょうめきたしんこうまちしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.4964748","34.6652109300004","地域集会施設"
"新世界会館","大阪市浪速区恵美須東1-18-13","しんせかいかいかん","会館・ホール","地域集会施設","","","","","","","","135.5061583","34.6525661200003","地域集会施設"
"大国集会所","大阪市浪速区大国3-10-22","たいこくしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.493900000001","34.6538500000004","地域集会施設"
"日東雲井橋会館","大阪市浪速区下寺2-7-13","にっとうくもいばしかいかん","会館・ホール","地域集会施設","","","","","","","","135.50932","34.6586600000003","地域集会施設"
"日本橋連合会館","大阪市浪速区日本橋西1-8-18","にっぽんばしれんごうかいかん","会館・ホール","地域集会施設","","","","","","","","135.5029608","34.6587557600003","地域集会施設"
"敷津連合会館","大阪市浪速区敷津西1-8-28","しきつれんごうかいかん","会館・ホール","地域集会施設","","","","","","","","135.4948786","34.6587639900004","地域集会施設"
"立葉連合集会所","大阪市浪速区桜川4-13-10","たてばれんごうしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.483723100001","34.6653688000004","地域集会施設"
"難波元町西会館","大阪市浪速区元町2-14-23","なんばもとまちにしかいかん","会館・ホール","地域集会施設","","","","","","","","135.494006500001","34.6615613600004","地域集会施設"
"恵美老人憩の家","大阪市浪速区恵美須西2-13-30","えみろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5016287","34.6532084100004","地域集会施設"
"幸町会館","大阪市浪速区幸町3-1-25","さいわいちょうかいかん","会館・ホール","地域集会施設","","","","","","","","135.483869000001","34.6692631400004","地域集会施設"
"高岸公園老人憩の家","大阪市浪速区敷津東3-9-37","たかぎしこうえんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.4992059","34.6561383300004","地域集会施設"
"戎本町コミュニティプラザ","大阪市浪速区戎本町1-8-33","えびすほんまちろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.4992253","34.6544357200004","地域集会施設"
"難波老人憩の家","大阪市浪速区難波中1-14-15","なんばろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.4994927","34.6631467600004","地域集会施設"
"日東老人憩の家","大阪市浪速区下寺2-2-12","にっとうろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5100556","34.6599075400003","地域集会施設"
